"","SZAXPI003409.8","SZAXPI003410.3","SZAXPI003411.6","SZAXPI003412.1","SZAXPI003413.4","SZAXPI003414.3","SZAXPI003415.12","SZAXPI003416.4","SZAXPI003417.4","SZAXPI003418.8","SZAXPI003419.6","SZAXPI003420.4","SZAXPI003421.5","SZAXPI003422.11","SZAXPI003423.8","SZAXPI003424.12","SZAXPI003425.1","SZAXPI003426.11","SZAXPI003427.1","SZAXPI003428.6","SZAXPI003429.3","SZAXPI003430.5","SZAXPI003431.1","SZAXPI003432.12","SZAXPI003433.7","SZAXPI003434.7","SZAXPI003435.11","SZAXPI003436.7","SZAXPI003437.3","SZAXPI015209.133","SZAXPI015210.17","SZAXPI015211.166","SZAXPI015212.113","SZAXPI015213.15","SZAXPI015214.19","SZAXPI015215.20","SZAXPI015216.169","SZAXPI015217.140","SZAXPI015218.16","SZAXPI015219.129","SZAXPI015220.136","SZAXPI015221.142","SZAXPI015222.123","SZAXPI015223.158","SZAXPI015224.13","SZAXPI015225.18","SZAXPI015226.14","SZAXPI015227.13","SZAXPI015228.14","SZAXPI015229.15","SZAXPI015230.16","SZAXPI015231.17","SZAXPI015232.18","SZAXPI015233.19","SZAXPI015234.20","SZAXPI015235.21","SZAXPI015237.23","SZAXPI015238.24","SZAXPI015239.25","SZAXPI015240.26","SZAXPI015241.27","SZAXPI015242.30","SZAXPI015243.31","SZAXPI015244.32","SZAXPI015245.33","SZAXPI015246.34","SZAXPI015247.35","SZAXPI015248.36","SZAXPI015249.37","SZAXPI015250.39","SZAXPI015251.41","SZAXPI015252.43","SZAXPI015253.44","SZAXPI015254.45","SZAXPI015255.46","SZAXPI015256.47","SZAXPI015257.56","SZAXPI015258.57","SZAXPI015259.62","SZAXPI015260.74","SZAXPI015261.75","SZAXPI015262.79","SZAXPI015263.84","SZAXPI015264.87","SZAXPI015265.88","SZAXPI015266.89","SZAXPI015267.102","SZAXPI015268.109","SZAXPI015269.94","SZAXPI015270.90","SZAXPI015271.93","SZAXPI015272.108","SZAXPI015273.95","SZAXPI015274.111","SZAXPI017451.16","SZAXPI017452.17","SZAXPI017453.19","SZAXPI017454.20","SZAXPI017455.21","SZAXPI017456.23","SZAXPI017457.24","SZAXPI017458.25","SZAXPI017459.26","SZAXPI017460.27","SZAXPI017461.32","SZAXPI017462.33","SZAXPI017463.36","SZAXPI017464.37","SZAXPI017465.43","SZAXPI017466.84","SZAXPI017467.87","SZAXPI017468.88","SZAXPI017580.90","SZAXPI017581.93","SZAXPI017582.94","SZAXPI017583.102","SZAXPI017584.108","SZAXPI017585.109","SZAXPI017586.111","SZAXPI017587.113","SZAXPI017588.123","SZAXPI017589.133","SZAXPI017590.136","SZAXPI017591.140","SZAXPI017592.142","SZAXPI017593.158","SZAXPI017594.166","SZAXPI017595.169"
"Intestinimonas",0.00429,0.0657,0,0,1.14432,0.03152,0,0,0.00303,0.01156,0,0,0.00214,0.01219,0,0.00677,0.11923,0,0,0,0,0,0,0,0.00804,0.02274,0,2.49977,0,0,0,0.00824,0,0.02487,0,0.02672,0.72228,0.00891,0,0,0,0,0.02615,0.00921,0.00591,0,0.58509,0.00634,0,0,0.00015,0,0,0,0.02135,0,0,0,0,0,0,0,0.03294,0,0.00123,0.01611,0.06134,0,0,0,0.06099,0,0,0.02541,0,0.00989,0.00076,0,0,0,0.05606,0.05858,0,0.00717,0.03571,0,0.05136,0.05444,0.02188,0.00506,0.09791,0.00612,0,0,0,0.06485,0.01757,0.00937,0,0,0.15039,0,0,1.40233,0,0.02953,0.5668,0.00711,0.02801,0,0.01636,0,0.00974,0.25027,0,0.01736,0.01455,0.21284,0.00375,0,0,0,0,0,0,0.0165,0.02018,0
"Lawsonibacter",0.04591,0.0394,0,0,0,0,0,0,0.00166,0,0,0.00172,0.01437,0.00745,0.01043,0.00046,0.00139,0,0,0,0,0,0,0,0,0.06787,0.05645,0.19453,0,0,0,0.28882,0.00119,0.01489,0.00184,0.03898,0.22503,0.00615,0.08954,0,0.00902,0,4e-04,0.00405,0,0.00613,0.02724,0.00795,0.00019,0,0.04665,0.03804,0,0,0.02662,0,0,0,0,0.07565,0.10652,0,0.14548,0.02151,0.00511,0,0.01357,0,0.00146,0.04625,0.03072,0,0.01013,0.05493,0,0.00159,0,0,0,0,0.02015,0.02018,0,0.02288,0.03924,0,0.04809,0.03881,0.00341,0.00698,0.08522,0.04916,0.01072,0.02973,0,0,0.03936,0.01204,0,0,0.05613,0,0,0.20887,0,0.03262,0.04311,0.00943,0,0.21777,0,0,0.01562,0,0,0.00919,0.03828,0,0.01097,0,0,0.01685,0,0,0.00118,0.00368,0.00998,0
"Catenibacterium",0.12023,0,1.11506,0.25509,0,0,0,0,0,0,0,0,0.00165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23597,0,0,0,0,0.01776,0,0,0,0,0,0,0.54928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60539,0,0.08567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0
"Coprobacillus",0,0.032,0,0.33286,0,0,0,0,0,0.017,0,0,0.23104,0,0,0.00759,0,0.02408,0.00273,0.00688,0,0,0,0,0.00765,0.00309,0,0.00362,0.00355,0,0,0,0.00333,0,0.01589,0,0,0,0,0,0.00864,0,0,0,0,0,0,0,0,0,0,0,0.07347,0.01394,0.05147,0,0.02579,0,0,0,0,0,0,0,0,0,0.00784,0,0,0,0,0,0.10634,0.05915,0.0011,0,0,0,0,0.00134,0,0,0,0,0,0,0,0.11512,0,0,0.02794,0,0,0,0,0.08599,0.03552,0.00094,0.01839,0.0204,0,0,0,0,0,0,0,0,0,0,0,0,0.00264,0,0.00758,0,0,0,0,0,0,0,0,0,0.05684,0,0,0
"Eggerthia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00089,0,0,0,0,0,0,0,0,0,0,0,0,0.00073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sharpea",0.00188,0,0.00244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amedibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus Stoquefichus",0,0,0,0.02901,0,0,0,0,0,0,0,0,0,0.03341,0,0,0,0,0,0.00186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03758,0,0,0,0,0,0.02473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dielma",0,0.14324,0,0,0,0,0,0,0.01566,0,0,0.00056,0,0.15196,0.01483,0,0,0.0037,0,0.06165,0,0,0,0,0.00591,0,0,0,0,0.02147,0,0.01466,0,0.05618,0.05913,0.01998,0,0,0,0.00211,0,0.06271,0,0,0,0,0.00344,0,0,0,0,0,0,0.01306,0,0,0,0,0,0,0,0,0,0,0,0.16194,0.00277,0,0,0,0.0281,0,0.00033,0,0,0.02615,0.05428,0,0,0,0,0.00639,0,0,0,0,0.02137,0,0.01039,0,0.00904,0,0,0.03183,0,0,0,0.39903,0,0,0,0,0,0,0,0,0.02357,0,0,0,0,0,0.0082,0,0,0.00787,0.00615,0.03501,0.0039,0.01251,0,0,0,0,0,0.02979,0,0
"Erysipelatoclostridium",0,0.06861,0.05387,0.12697,0.20524,0.11589,0.11901,1.04365,0.00217,0.03222,0.00071,0,0.00655,0.02243,1.29781,1.79041,0.36872,0.05102,1.12128,0.07856,0.00943,0,0.01549,0.01615,0.13481,0.77126,0.02156,0.8983,0.2295,0.00131,0.073,0.09135,0.07748,0,0.57204,0,0.03148,0.00975,0.09035,2.4524,0,0.03541,0.00972,0.00147,0.02666,0.12276,0.03631,0.02579,0.03966,0.0124,0.00019,0.00074,1.22254,0.11431,0.0076,0,1.08093,0.00562,0.00164,0.51334,0.05936,0.0014,0,0.00446,0.00864,0.139,0.03263,0,0,0.05681,0,0.01649,0.05453,0.89611,0.00095,0.03438,0.08867,0,0.45703,0.09382,0,0.0043,0,0.00396,0.00938,0.04379,0.00242,0.00276,0,0,0,0,0.03985,0.03423,0.99659,0.0844,0.2465,1.12221,0.80719,0.2842,0.02543,0.00467,0.51132,0.48982,0.01857,0,0.25549,0.35678,0.08164,0.0043,0.00314,0,0.11182,0.29237,0.80075,0.09799,0,0.01045,0.07771,0.7819,0.00499,0.00297,0.03162,0,0.25646,0.00936,0.00017,0.38881
"Erysipelothrix",0.01333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06538,0,0,0,0,0,6.4621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129,0,0,0,0,0,0,0,0,0,0.00405,0,0,0,0,0,0,0,0.00519,0,0,0,0,0,0.01399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01549,0,0,0,0,0,0.04354,0,0
"Faecalicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48168,0,0,0,0,0,0.00584,0.11904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225,1.64127,0,0,0,0,0,0,0,0.0068,0,0,0,0,0,0,0,0,0.06873,0,0,0,0,0.00164,0,0,0,0,0,0,0.00067
"Faecalitalea",0.00257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49037,0,0.02267,0.00345,0,0,0,0,0,0,0.02516,0,0,0,0,0,0.00461,0.01549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04374,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04,0.55213,0,0,0,0,0,0,0,0.00173,0,0,0,0,0,0,0,0.0746,0,0,0,0,0,0,0.00314,0,0,0,0,0,0.01482,3.68914,0,0.01607,0,0,0,0,0.00223,0,0,0,0,0,0,0
"Holdemanella",0,0,0,0.23841,0,0,0.00026,0,0,0.06042,0,0.00739,0.04859,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20637,0,0,0,0,0,0,0,0,0.26183,0,0,0,0,0.04368,0,0,0.06662,0,0,0.0018,0.64678,0,0,2.23336,0.16413,0,0,0,0.00276,0,0,0,0,0,0.59371,0,0.15707,0.47331,0,0,0.17181,0,5.73993,0,0.0389,0,0,0,0,0,2.6475,0,0,0,0,0.24709,0,0,0.01005,0,0,1.29818,0,3.03878,0,0,0,0,0,0.03318,0,0,0,0,0.00204,0,0,0.02654,0,0,0,0,0,0,0,0,1.25999,0,0,0,0,0,0,0.26049,0,0.50813,0,0,0,0,0
"Holdemania",0.02543,0,0,0,0,0,0,0,0.00094,0,0,0.0115,0,0.33682,0,0.02902,0,0.09326,0,0,0,0,0.01939,0,0,0.44138,0.21437,0,0.30226,0,0,0.53739,0.00964,0.03409,0,0.02064,0.06722,0.00029,0.04905,0,0,0,0.01384,0.0093,0,0.30816,0.01027,0.04185,0.00266,0,0.08344,0.00214,0,0,0.39362,0.01184,0,0.02132,0,0,0.00318,0.01623,0.00685,0,0.0055,0,0.02678,0.02186,0.00029,0.0612,0.08459,0.03004,0.08405,0.1213,0,0.07393,0.02819,0,0,0,0.00326,0.0301,0.00621,0.05093,0.0773,0,0.0738,0.00146,0.06139,0.01767,0,0,0.00951,0,0,0,0,0,0,0.45378,0.01387,0.01855,0,0.11272,0,0.01083,0.23333,0,0,0.01213,0,0,0.08151,0.25173,0,0.0194,0.29075,0.11803,0.01549,0,0.20287,0.04207,0.0539,0.04599,0,0.00489,0.0312,0.10239
"Massilimicrobiota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02034,0,0.00017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19304,0,0,0,0,0,0,0,0,0,0,0.01533,0,0,0
"Solobacterium",0.24445,0.07799,0,0.01449,0.0377,0,0,0,0,0,0,0,0,0.0103,0.02875,0.04034,0,0,0,0,0,0,0,0,0,0,1.67015,0.00122,0.04491,0,0.00441,0,0,0,0.00022,0,0,0,0.00138,0.00726,0,0,0,0,0.00174,0,0.23568,0,0.00426,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,0.16303,0,0.02426,0,0,0,0,0,0,0,0,0.17606,0.00025,0.00729,0,0,0,0.11091,0,0,0.10131,0,0.22376,0,0,0.00309,0,0,0.00154,0,0,0.14308
"Turicibacter",0,0.01821,0.01555,0,0,0,0.00109,0,0,0,0,0,0,0.02113,0,0,0,0,0.00496,0,0,0,0,0,0,0,0,0,0.00559,0,0,0.2878,0.04008,0,0,0,0,0.02748,0,0,0,0,0,0,1.84296,0.07877,0,0.01308,0,0,0,0,0,0,0,0.32834,0,0,0,0,0.04501,0.00052,0,0,0.05793,0.00741,0,0.00582,0,0,0,0.02575,0.05943,0,0,0,0,0,0,0,0.11564,0,0,0,0,0,0,0.0093,0,0,0,0,0,0.01969,0,0,0,0,0,0,0,0,0,0,0,0.10548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312,0,0,0,0,0
"Acidaminococcus",0.26435,0.00377,0,0,0,0,0,0.00978,0,0,0,0,0,0.00178,18.97204,0,0.00317,0,0,0,0.00769,0,0,0.01162,0,0,0,0,3e-04,2.51898,0.01047,0,0,0,0,0.26767,0,0,0,0,2.27527,0.00026,0,1.18878,0.01306,0.00067,0,0.18811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33093,0.01866,0.1366,0,0.00068,0.00034,0.46926,0,0,0,0,0,0,0,0,0,0.01977,0,0,0,0,0,0,0.49621,0.29975,0.57598,0,0,0,0,0,0,0,0,0,0,0,0.01831,1.74943,0,0,0,0,0,0,0,0,0,1.80442,0,0,0,0.05033,0,0.00156,0.06688,0,0,1.72503,0,0,1.30124,0,0,1.53388,0,0
"Phascolarctobacterium",2.24518,0.39711,0.11834,1.24682,1.48044,0.04312,0.36727,0.71473,0.0062,1.60321,0,0.00815,0.30201,1.28389,2.1527,0.04993,1.37626,1.02062,0.71004,5e-04,0.16646,12.79187,0.54698,0.05896,0.77416,0.10515,0.08368,2.72186,0.1175,0.57834,0.00862,0.05056,0.34623,5.50901,0,0.26829,0.74912,1.90792,1.97915,0.30715,2.30243,0.11385,4.71036,0.12163,0.04325,0.09653,1.94021,0.23365,2.39383,0.02271,0.1977,0.31334,0,0,0.19591,1.54462,2.03902,2.67022,0.962,0.99551,0.07747,2.12607,0.66783,1.19257,2.64977,0,0,1.65057,0,0.32545,1.39833,0.06505,0.03557,0.97988,0.52909,2.5446,0.61503,0.01447,0.29605,0.05248,0.16469,0.7122,0.03785,5.55404,0.51816,0.4646,1.21136,1.702,0.05077,1.44941,2.5856,0.59284,9.51204,0,0,0.08792,0.70673,0.22889,0,0.0075,0.53291,2.01329,0,1.43637,3.22593,0.55508,0.79323,0.43359,0,0.35633,0.47791,1.86717,1.66718,0.52463,1.33848,1.33678,1.3361,0.91451,4.01404,1.71898,1.76419,0.7537,2.1665,0.81988,0,0.00186,0.04312,3.76096
"Megamonas",0.09577,0.01366,0.24959,0,0.01653,0,0,0.00759,1.14153,0,0.0114,1.07623,1.45516,4.11506,0.04992,0,0,0,2.75421,0,8.02286,0,6.94494,0.00881,0.6009,0,0,1.30668,0,1.43215,0.05968,0,6.23581,0,0,3.43462,0,0,0.77077,0,0.42645,0.18861,22.45638,0,0.00032,0,2.81939,0,0.00855,0.21779,0,0,0,0,0,2.78785,0,0,0,0,0,3.02984,0,0,0,0,0,1.02385,0.00638,0,0,0.25393,0,0,0,3.17929,0,0,7.1291,0.05058,0.12384,0.0047,0,0,0,0.23506,0,0,0.002,0,0,0.22062,2.08331,0,0,0.00124,0,0,0,0,0,0,0.09067,0,1.97779,0,0,1.75079,0,0.41184,0,0,0.56022,0.06224,0,0,0,0,0.53585,4.6691,0.25441,0,0.27443,0,0,0.26905,0,0
"Mitsuokella",0,0,0.07118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14826,0.02939,0,0.71153,0,0.13139,0,0,0,0,1.85428,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3287,0,0,0.04294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10135,0.09406,0
"Selenomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034,0.00574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allisonella",0,0,0,0,0,0,0,0,0,0.00697,0,0.01453,0,0,0,0,0,0,0,0,0.01167,0,0.05837,0,0,0,0,0.03383,0.03936,0,0.03239,0,0,0.38201,0,0.07575,0,0,0.01316,0,0.01603,0,0,0.0574,0.18279,0,0,0,0,0,0,0.01068,0,0.01114,0,0,0,0.0087,0,0,0,0.12229,0,0.02145,0,0.01029,0.00217,0.01002,0.00649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01214,0,0,0.00385,0,0,0,0,0,0,0.55878,0.10376,0,0,0,0,0,0,0,0.00823,0,0,0.0304,0,0,0,0,0,0,0,0.01335,0,0,0,0,0,0,0,0.00596,0,0,0,0.00371,0.00353,0,0
"Anaeroglobus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235,0,0,0,0,0,0,0,0,0,0,0,0.01793,0,0,0,0,0,0.00367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02012,0,0,0,0,0,0,0,0.00231
"Dialister",0.27497,0.22848,0.20106,0.19219,1.33883,0.00209,0.00029,0.00728,0.00021,0.00139,3.18281,4.75868,0,0.12923,0,0.00131,0,0,0,0,0.00127,0.00844,0.08755,0.7369,1.05564,4.01793,0.82409,1.07662,0,3.34375,2.48398,15.55855,0.00074,0.00326,0,5.69517,0.00491,0.44214,5.41205,0,0.66818,0,0,5.10662,9.99019,0.00596,0.12871,0.00142,0,0,0,6.75532,4.96385,38.08544,0.00031,1.78005,0.63098,0,0,0.35085,0,0,5.4446,0,0,0.10339,0.04613,0,7.06272,0.37673,0,6.16407,2.81454,0.27216,0.00742,0,0,3.64649,0,0,3.09723,2.82275,7.43475,0,0.08372,4.26549,0,0.21616,0,0,0.43222,1.81812,0,0,0,0.20771,0,0.04451,8.50393,0.25777,0,0,0.65466,0,0.00341,1.24036,0.05313,0.31993,0,2.27723,3.874,0.0505,0,0.06086,0.54591,0.01028,0.04197,0,0.44522,0.0013,0,8.65403,0.00425,0,0.00518,15.99232,2.16604,0.03928
"Megasphaera",0,0.00495,0,0,0,0,0,4.29454,0.02328,0.00214,0.32097,0,0,0.52898,0.01478,0,0,0,0.03945,0,0.08157,0,0.22025,0.0011,0,0.03297,0.00337,0.13226,0.01344,0.3733,0,2.0029,0.00252,0,0,0.34486,0,0,0.0382,0,0.13535,0.18827,0,1.14549,0,0,3e-04,0.05002,0.00332,0,0,0,0.16437,0,0,0.02241,0,0.01599,0.00103,0,0,0,0,0.25137,0,0,0.01949,0.44611,0.41513,0.0029,0.13009,0.73482,0,0.47263,0,0,0,0.00367,0.212,0,0.00066,0,0.33187,0,0,0,0.17024,0,0,0,0,0,2.77673,0.06055,0.00248,0,0,0.00806,1.9165,0,0.00697,1.37825,14.91536,0,0,0,0,0,0,0,0,0,0.19866,0,0,0,0,0,0,0.95127,0,0,0.1155,0,0,0.19061,0,0
"Veillonella",0.05869,0.28675,0,0,0.00584,0.00112,0.00518,0.03452,0,0.56655,0.0093,0.01044,0.02628,0,1.30254,0.0865,0.02079,0,0.01397,6.9586,0.17807,0.24045,0,0,0.0084,0.00793,0,0,0.10093,0.01832,0.63789,0,3.59033,0.98547,0.00686,0.00838,0,0,0,0.06253,0.06105,0.03272,0,0,0.20916,0,1.25387,0.0022,1.10841,0.09312,0.02689,0.02644,0.04203,0.00207,0,1.07083,0.1055,0.0191,0,0,0.00387,0,0.02578,0,0.10759,0.18694,0.66495,0,0.00804,0,0.0576,0.41628,0,0,0.06063,0,0,4.00314,4.88125,0.58494,0.00983,0,0,0,0.01796,0.40264,0.13116,0.05423,0.00192,0,1.13148,0,2.16237,0.26523,2.07652,0.06836,0.00304,0.07281,2.43338,0.19523,0.00277,1.51905,0.00351,0,1.05206,0.09945,0.0115,0,0,0,0.82446,0,0,0,0.08982,0.01686,0,0.08852,0.35358,6.13904,0.06629,0.06844,0,0,0,0.01014,0,0.0164
"Anaerococcus",0,0,0.04494,0.07315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01147,0,0,0,0.00467,0,0,0,0,0
"Finegoldia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00483,0,0,0,0,0,0,0,0.00211,0,0,0,0,0
"Parvimonas",1.4411,0.53082,1.98522,0.50569,0.41236,0.00646,0.00371,0.22636,0,0.00253,0,0.00425,0.00172,1.03801,0,0.00952,0,0.10013,0,0,0,4e-04,0.13464,0.00037,0,0,8.14285,0.0175,0.01508,0,0.00897,0.05331,0,0.0027,0,0,0,1.28012,4.15342,0,0,0.4964,0.29564,0,0,0.00078,0.10255,0,0,7e-04,0,0,0,0,0,0,0.01684,0,0.00018,0.0133,0,0,0,0,0,0,0,0,0,2.13029,0,0,0,0,0.00228,0,0,0,0,0,0.00907,0,0,0,0,0,0,0.00224,0,0,0,0,0,0,0,0.0051,0.27975,0,0.01596,0,0.0061,0,0,0,0,0,0.23588,0.29494,0,0.10156,0,0.0936,0.07654,1.3146,0.02523,0.05802,0.25909,0.00273,1.06334,0.00349,0,0.01174,0.00871,0,0,0,0,0.10842
"Peptoniphilus",0,0,0,0.85311,0,0,0,0.02439,0,0,0,0,0,0,0,0,0,0,0,0.0083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ezakiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cetobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
